RKY,DOA,TOA,LOCAT,TYPE,ACTION,NUV,NOI,PED,BIKE,MC,MOPED,TRAIN,TRUCK,BUS,ObjectId
B8-052806,2018/06/14 00:00:00+00,743,N 10 at P,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,4004
B8-052809,2018/06/14 00:00:00+00,755,"OLD CHENEY,S 40 to VILLAGE BLVD",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,4005
B8-052834,2018/06/14 00:00:00+00,1013,S 56 at PIONEERS,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4006
B8-052865,2018/06/14 00:00:00+00,1150,N 68 at LOGAN,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,4007
B8-052872,2018/06/14 00:00:00+00,1200,"5801 N 33,NORTH STAR HS to PARKING LOT",NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4008
B8-052876,2018/06/14 00:00:00+00,1225,2640 W O at -,NON-INJ,,2,0,NO,NO,NO,NO,NO,NO,YES,4009
B8-052879,2018/06/14 00:00:00+00,1233,"PINE LAKE,RIDGE RD to S 27",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,4010
B8-052884,2018/06/14 00:00:00+00,1244,"N 33,APPLE to X",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4011
B8-055341,2018/06/21 00:00:00+00,1609,"VINE,N 60 to N COTNER",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,4012
B8-050779,2018/06/01 00:00:00+00,9999,5801 N 33 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4013
B8-057079,2018/06/26 00:00:00+00,1029,"S 84,NEBR HWY to AMBER HILL",NON-INJ,OTHER,2,0,NO,NO,NO,NO,NO,YES,NO,4014
B8-056191,2018/06/23 00:00:00+00,2150,"S 28,WHITEHEAD to FLETCHER",NON-INJ,,1,0,NO,NO,NO,NO,NO,NO,NO,4015
B8-052916,2018/06/14 00:00:00+00,1441,"N 27,KENSINGTON to TICONDEROGA",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4016
B8-052947,2018/06/14 00:00:00+00,1700,"N 70,ADAMS to CLEVELAND",NON-INJ H&R,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,4017
B8-052965,2018/06/14 00:00:00+00,1740,"S 27,CALVERT to SHERMAN",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,NO,NO,4018
B8-052966,2018/06/14 00:00:00+00,1751,"S 14,DENSMORE to MOCKINGBIRD N",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4019
B8-052976,2018/06/14 00:00:00+00,1806,"S 50,LASALLE to SPRUCE",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,4020
B8-052991,2018/06/14 00:00:00+00,1847,S 56 at NORMAL,NON-INJ,RIGHT ANGLE,0,0,NO,NO,NO,NO,NO,NO,NO,4021
B8-053003,2018/06/14 00:00:00+00,1954,"O,66 to 68",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,YES,4022
B8-053013,2018/06/13 00:00:00+00,9999,8320 ROCKLEDGE R at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4023
B8-053022,2018/06/14 00:00:00+00,2048,"S 11,L to M",INJURY,TURNING,2,1,NO,YES,NO,NO,NO,NO,NO,4024
B8-053042,2018/06/14 00:00:00+00,2150,S 27 at NEBR HWY,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,4025
B8-053048,2018/06/14 00:00:00+00,2215,"W CORNHUSKER,N 1 to NW 4",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4026
B8-053060,2018/06/14 00:00:00+00,9999,5020 N 27 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4027
B8-053061,2018/06/14 00:00:00+00,2308,"S 16,OLD CHENEY to WINDHOEK",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,4028
B8-053118,2018/06/15 00:00:00+00,633,"S 27,ALPHA to CAPITOL PKWY",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4029
B8-053129,2018/06/15 00:00:00+00,749,"N 14,BUTLER to FURNAS",NON-INJ H&R,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,4030
B8-053139,2018/06/14 00:00:00+00,1150,5801 N 33 at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,4031
B8-053148,2018/06/15 00:00:00+00,905,VINE at N ANTELOPE VALL,INJURY,SIDE SWIPE,2,1,NO,NO,NO,NO,NO,YES,NO,4032
B8-053150,2018/06/15 00:00:00+00,910,"CORNHUSKER,N 31 to STATE FAIR PARK",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4033
B8-053166,2018/06/15 00:00:00+00,1005,5801 N 33 at PARKING LOT,INJURY,,1,1,NO,NO,NO,NO,NO,NO,NO,4034
B8-053174,2018/06/15 00:00:00+00,900,333 S 13 at PARKING GARAGE,NON-INJ,,2,0,NO,NO,NO,NO,NO,NO,NO,4035
B8-053182,2018/06/15 00:00:00+00,1114,S 17 at L,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4036
B8-053193,2018/06/15 00:00:00+00,1145,"S 18,H to J",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4037
B8-053196,2018/06/15 00:00:00+00,1157,"O,11 to 12",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,4038
B8-053200,2018/06/15 00:00:00+00,945,"CALVERT,HANSON DR to S HOPE",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,4039
B8-053202,2018/06/15 00:00:00+00,1220,"CORNHUSKER,N 33 to N 35",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4040
B8-053208,2018/06/15 00:00:00+00,9999,"S 52,J to L",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4041
B8-053217,2018/06/14 00:00:00+00,9999,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,4042
B8-053221,2018/06/15 00:00:00+00,1320,"O,33 to 34",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,4043
B8-053227,2018/06/15 00:00:00+00,9999,"CLEVELAND,N 51 to N 52",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4044
B8-053253,2018/06/15 00:00:00+00,1508,"N 48,TARGET DR to O",INJURY,REAR END,3,3,NO,NO,NO,NO,NO,NO,NO,4045
B8-053273,2018/06/15 00:00:00+00,1616,N 20 at SUPERIOR,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,4046
B8-053287,2018/06/15 00:00:00+00,1655,"S 84,EIGER DR to NEBR HWY",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,4047
B8-053292,2018/06/15 00:00:00+00,1717,"N 48,AYLESWORTH to MARTIN",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,YES,NO,4048
B8-053294,2018/06/15 00:00:00+00,1715,N 48 at VINE,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,4049
B8-053299,2018/06/15 00:00:00+00,1732,NEBR HWY at APPLES WAY,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,YES,NO,4050
B8-053309,2018/06/15 00:00:00+00,1645,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4051
B8-053332,2018/06/15 00:00:00+00,9999,2525 PINE LAKE at SUPER SAVER LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4052
B8-053343,2018/06/15 00:00:00+00,1905,"N 7,P to Q",NON-INJ H&R,BACKING,2,0,NO,NO,NO,NO,NO,YES,NO,4053
B8-053359,2018/06/15 00:00:00+00,1949,"S 48,HIGH to SHERMAN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4054
B8-051851,2018/06/11 00:00:00+00,1215,"S COTNER,A to S 48",INJURY H&R,REAR END,2,2,NO,NO,NO,NO,NO,YES,NO,4055
B8-054472,2018/06/18 00:00:00+00,2352,N 27 at CORNHUSKER,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,NO,NO,4056
B8-053361,2018/06/15 00:00:00+00,1953,S 56 at LASALLE,INJURY,REAR END,2,2,NO,NO,NO,NO,NO,YES,NO,4057
B8-055347,2018/06/21 00:00:00+00,1621,N 27 at P,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,4058
B8-056253,2018/06/24 00:00:00+00,35,"SUMNER,S 7 to S 8",NON-INJ,PARKED,3,0,NO,NO,NO,NO,NO,YES,NO,4059
B8-055348,2018/06/21 00:00:00+00,1618,N 14 at CORNHUSKER,NON-INJ,RAN OFF ROAD,2,0,NO,NO,NO,NO,NO,NO,NO,4060
B8-055351,2018/06/21 00:00:00+00,9999,"EUCLID,S 16 to S 17",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,4061
B8-055353,2018/06/21 00:00:00+00,1640,N 48 at TARGET DR,NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,4062
B8-055393,2018/06/22 00:00:00+00,1837,GOODHUE BLVD at C,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,4063
B8-055396,2018/06/21 00:00:00+00,1836,TICONDEROGA at N 27,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4064
B8-055428,2018/06/21 00:00:00+00,9999,S 29 & S 30 at F & E,NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,4065
B8-055468,2018/06/21 00:00:00+00,2306,4731 OLD CHENEY at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,4066
B8-055471,2018/06/21 00:00:00+00,2305,"S 70,NORMAL to HOLMES PARK RD",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,4067
B8-055509,2018/06/22 00:00:00+00,200,"O,28 to 29",NON-INJ H&R,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,4068
B8-055541,2018/06/22 00:00:00+00,9999,"N 25,T to U",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4069
B8-055555,2018/06/22 00:00:00+00,750,W O at W 20,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,4070
B8-055557,2018/06/22 00:00:00+00,800,"W,N 22 to SHORT",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,4071
B8-055570,2018/06/22 00:00:00+00,750,"5801 N 33,NORTH STAR to PARKING LOT",NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4072
B8-055588,2018/06/22 00:00:00+00,1003,"S 48,A to S COTNER",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,4073
B8-055591,2018/06/22 00:00:00+00,1020,N ANTELOPE VALL at N 17,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,4074
B8-055592,2018/06/22 00:00:00+00,945,"DUXHALL DR,PRINCESS MARGARE to S 48",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,4075
B8-055597,2018/06/22 00:00:00+00,1030,5910 NORFOLK at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4076
B8-056266,2018/06/24 00:00:00+00,113,SALT CREEK RDWY at N ANTELOPE VALL,NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,4077
B8-055608,2018/06/22 00:00:00+00,1110,S 14 at M,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,4078
B8-057099,2018/06/26 00:00:00+00,1158,635 J at PARKING LOT,NON-INJ,,2,0,NO,NO,NO,NO,NO,YES,NO,4079
B8-054512,2018/06/19 00:00:00+00,345,HWY 77 at ARBOR,INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,4080
B8-050784,2018/06/08 00:00:00+00,950,"BALDWIN,N 45 to N 46",NON-INJ,UNKNOWN,2,0,NO,NO,NO,NO,NO,NO,NO,4081
B8-051860,2018/06/11 00:00:00+00,1238,"N 27,FAIRFIELD to OLD DAIRY RD",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,NO,NO,4082
B8-053375,2018/06/15 00:00:00+00,2038,"N COTNER,FRANCIS to LEXINGTON",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4083
B8-053417,2018/06/15 00:00:00+00,2203,NORMAL at SOUTH,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,4084
B8-053450,2018/06/15 00:00:00+00,1650,"NORMAL,S 39 to S 40",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,4085
B8-053456,2018/06/15 00:00:00+00,9999,7551 RED OAK at -,NON-INJ,,1,0,NO,NO,NO,NO,NO,YES,NO,4086
B8-053460,2018/06/15 00:00:00+00,2353,N 11 at CORNHUSKER,INJURY,TURNING,2,2,NO,NO,NO,NO,NO,NO,NO,4087
B8-053570,2018/06/16 00:00:00+00,1000,N 48 at SUPERIOR,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,4088
B8-053582,2018/06/14 00:00:00+00,1600,"CRESCENT,S 33 to S 30",NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,4089
B8-053591,2018/06/16 00:00:00+00,1100,"A,FALL CREEK to S 56",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4090
B8-053592,2018/06/16 00:00:00+00,1050,5501 NW 12 at PARKING LOT,NON-INJ,,1,0,NO,NO,NO,NO,NO,YES,NO,4091
B8-053593,2018/06/16 00:00:00+00,1104,"M,S 11 to S 12",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,4092
B8-053610,2018/06/16 00:00:00+00,1223,"O,14 to CENTENNIAL MALL",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,4093
B8-053618,2018/06/16 00:00:00+00,1249,N 30 at VINE,INJURY,OTHER,1,1,NO,NO,YES,NO,NO,NO,NO,4094
B8-053626,2018/06/16 00:00:00+00,1328,N 84 at HAVELOCK,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4095
B8-053632,2018/06/16 00:00:00+00,1346,"S 27,PARK AV to STRATFORD",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,4096
B8-053671,2018/06/16 00:00:00+00,1614,"J,S 27 to S 28",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,4097
B8-053688,2018/06/16 00:00:00+00,1704,"S 48,FRANKLIN to SOUTH",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4098
B8-053717,2018/06/16 00:00:00+00,1907,"NEBR HWY,S 27 to SOUTHWOOD DR",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4099
B8-053750,2018/06/16 00:00:00+00,2111,"S CODDINGTON,ROSA PARKS WAY to W A",INJURY,RAN OFF ROAD,1,1,NO,NO,YES,NO,NO,NO,NO,4100
B8-053769,2018/06/09 00:00:00+00,2150,"N 9,COURT to CLAREMONT",NON-INJ,PARKED,4,0,NO,NO,NO,NO,NO,YES,NO,4101
B8-053792,2018/06/16 00:00:00+00,2200,S 27 at NEBR HWY,NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,4102
B8-053817,2018/06/16 00:00:00+00,9999,7343 PIONEERS at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4103
B8-053904,2018/06/16 00:00:00+00,9999,"MADISON,N 49 to N 50",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4104
B8-053945,2018/06/17 00:00:00+00,1055,"SUPERIOR,I 180 to I 180",INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,YES,NO,4105
B8-053948,2018/06/17 00:00:00+00,1107,"N 9,O to P",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4106
B8-053954,2018/06/17 00:00:00+00,9999,"C,S 12 to S 13",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4107
B8-053955,2018/06/17 00:00:00+00,1148,MERIDIAN DR at FLETCHER,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,4108
B8-053965,2018/06/17 00:00:00+00,1236,"NEBR HWY,S 27 to SOUTHWOOD DR",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4109
B8-053969,2018/06/17 00:00:00+00,1250,"INDUSTRIAL,SUPERIOR to CHANDLER",NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4110
B8-053992,2018/06/17 00:00:00+00,9999,1926 SW 27 at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4111
B8-053994,2018/06/16 00:00:00+00,9999,"BRECKENRIDGE DR,N 19 to N 21",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4112
B8-054078,2018/06/17 00:00:00+00,615,N 66 at KNOX,NON-INJ H&R,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4113
B8-054187,2018/06/16 00:00:00+00,9999,NORMAL at SUMNER,INJURY H&R,TURNING,1,1,NO,YES,NO,NO,NO,NO,NO,4114
B8-054188,2018/06/18 00:00:00+00,714,"SUPERIOR,N 48 to PROGRESSIVE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4115
B8-054224,2018/06/18 00:00:00+00,9999,"T,N 31 to N 32",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,4116
B8-054227,2018/06/18 00:00:00+00,1009,S 27 at SOUTH,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,4117
B8-054305,2018/06/18 00:00:00+00,1340,"S 14,CENTERPARK to PIONEERS",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,4118
B8-054317,2018/06/18 00:00:00+00,9999,PINNACLE ARENA at N,NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,4119
B8-054318,2018/06/18 00:00:00+00,1400,"N 48,MADISON to ST PAUL",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,4120
B8-054326,2018/06/18 00:00:00+00,1505,"N 84,WINDMILL DR to ADAMS",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4121
B8-054337,2018/06/18 00:00:00+00,1537,"S 70,NORMAL to HOLMES PARK RD",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,4122
B8-054346,2018/06/18 00:00:00+00,1624,S 58 at OLD CHENEY,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,4123
B8-054350,2018/06/18 00:00:00+00,1630,S 48 at NORMAL,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,4124
B8-054353,2018/06/18 00:00:00+00,1633,"N 27,R to S",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4125
B8-054357,2018/06/18 00:00:00+00,1645,"HOLDREGE,DAVID to N 55",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,YES,NO,4126
B8-054373,2018/06/18 00:00:00+00,1729,SUN VALLEY at LINE DR,NON-INJ,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,4127
B8-054379,2018/06/18 00:00:00+00,1742,S 70 at NEBR HWY,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,4128
B8-054407,2018/06/18 00:00:00+00,1947,N 27 at HOLDREGE,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,4129
B8-054413,2018/06/09 00:00:00+00,1653,4700 N 27 at WALMART,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,4130
B8-054421,2018/06/18 00:00:00+00,2020,"COTTONWOOD,A to HICKORY",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4131
B8-055617,2018/06/22 00:00:00+00,1130,7151 STACY LN at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4132
B8-057102,2018/06/26 00:00:00+00,1200,"N 44,O to Q",NON-INJ,REAR END,2,40,NO,NO,NO,NO,NO,NO,NO,4133
B8-054541,2018/06/19 00:00:00+00,821,"S 40,LAKE to SMITH",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,4134
B8-050805,2018/06/08 00:00:00+00,1320,"PINE LAKE,BEAVER CREEK LN to NORRIS LN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4135
B8-051861,2018/06/11 00:00:00+00,1248,HAVELOCK at CORNHUSKER,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4136
B8-056312,2018/06/24 00:00:00+00,9999,"SUPERIOR,LEWIS to N 10",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,YES,NO,4137
B8-057104,2018/06/26 00:00:00+00,1208,S 52 at OLD CHENEY,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4138
B8-051862,2018/06/11 00:00:00+00,1246,PINE LAKE at S 30,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,NO,NO,4139
B8-050811,2018/06/08 00:00:00+00,1345,"FAIRFIELD,N 25 to N 27",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,NO,NO,4140
B8-056341,2018/06/23 00:00:00+00,9999,925 Q at PARKING GARAGE,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4141
B8-054567,2018/06/16 00:00:00+00,1450,6100 O at GATEWAY MALL,NON-INJ,,2,0,NO,NO,NO,NO,NO,YES,NO,4142
B8-057106,2018/06/26 00:00:00+00,1212,"PIONEERS,S 56 to S 58",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,4143
B8-055645,2018/06/22 00:00:00+00,1315,"O,46 to 48",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,4144
B8-051863,2018/06/11 00:00:00+00,1240,7044 O at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4145
B8-050813,2018/06/08 00:00:00+00,1351,"STARR,N 34 to N 35",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,4146
B8-056366,2018/06/24 00:00:00+00,1025,N 56 at R,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4147
B8-054585,2018/06/19 00:00:00+00,1030,"O,10 to 11",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4148
B8-057123,2018/06/26 00:00:00+00,1302,M at S COTNER,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,4149
B8-055656,2018/06/22 00:00:00+00,9999,"N 3,KNOX to NELSON",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4150
B8-051880,2018/06/11 00:00:00+00,1332,1301 N 27 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4151
B8-051902,2018/06/11 00:00:00+00,1535,2541 N 11 at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4152
B8-051903,2018/06/11 00:00:00+00,1546,"LEXINGTON,N 60 to N 62",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,4153
B8-051921,2018/06/11 00:00:00+00,9999,"S 27,CINDY to OLD CHENEY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4154
B8-051932,2018/06/11 00:00:00+00,1640,"G,S 10 to S 9",NON-INJ,PARKED,4,0,NO,NO,NO,NO,NO,NO,NO,4155
B8-051957,2018/06/11 00:00:00+00,1720,S 53 at NORMAL,NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,4156
B8-051960,2018/06/11 00:00:00+00,1751,"N 27,FLETCHER to WHITEHEAD DR",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,4157
B8-051962,2018/06/11 00:00:00+00,1748,DUXHALL DR at VILLAGE DR,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4158
B8-051987,2018/06/11 00:00:00+00,9999,5701 VILLAGE at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4159
B8-052031,2018/06/11 00:00:00+00,2120,"SUPERIOR,N 33 to N 40",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,4160
B8-052039,2018/06/11 00:00:00+00,2146,1550 SOUTH at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,4161
B8-052048,2018/06/11 00:00:00+00,2215,"S 30,F to RANDOLPH",NON-INJ H&R,PARKED,3,0,NO,NO,NO,NO,NO,YES,NO,4162
B8-052054,2018/06/11 00:00:00+00,2258,"STARR,N 27 to N 29",INJURY,PARKED,3,1,NO,NO,NO,NO,NO,NO,NO,4163
B8-052125,2018/06/12 00:00:00+00,754,"I 180,CORNHUSKER to R",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4164
B8-052126,2018/06/12 00:00:00+00,754,S 40 at NEBR HWY,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,4165
B8-052137,2018/06/11 00:00:00+00,1230,"S 70,EDENTON to OLD CHENEY",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,4166
B8-052142,2018/06/12 00:00:00+00,918,"RANDOLPH,S 37 to S 39",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4167
B8-052157,2018/06/12 00:00:00+00,1015,"S 48,ANTELOPE CREEK to NORMAL",INJURY,TURNING,2,1,NO,NO,NO,NO,NO,YES,NO,4168
B8-052173,2018/06/12 00:00:00+00,948,1600 S 48 at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,4169
B8-052185,2018/06/12 00:00:00+00,1200,"SOUTH,S 15 to S 16",INJURY,REAR END,2,2,NO,NO,YES,NO,NO,NO,NO,4170
B8-052195,2018/06/12 00:00:00+00,1213,"P,N 8 to N 9",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,4171
B8-052197,2018/06/12 00:00:00+00,1227,S 13 at H,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,4172
B8-052211,2018/06/12 00:00:00+00,1254,"S 27,JAMESON NORTH to TIERRA",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4173
B8-052236,2018/06/12 00:00:00+00,1440,S 11 at SOUTH,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,YES,NO,4174
B8-052243,2018/06/12 00:00:00+00,1512,N 56 at VINE,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4175
