RKY,DOA,TOA,LOCAT,TYPE,ACTION,NUV,NOI,PED,BIKE,MC,MOPED,TRAIN,TRUCK,BUS,FID
B7-050374,2017/06/12 00:00:00+00,1550,UNKNOWN at -,NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3747
B7-048590,2017/06/07 00:00:00+00,1230,"S 48,BRYSON to C",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3748
B7-051602,2017/06/16 00:00:00+00,1258,"O,14 to CENTENNIAL MALL",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,YES,NO,3749
B7-050383,2017/06/12 00:00:00+00,1640,"N 27,FAIRFIELD to KNOX",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3750
B7-048592,2017/06/07 00:00:00+00,1239,N 27 at KENSINGTON,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,3751
B7-051605,2017/06/16 00:00:00+00,1310,"N 23,Q to R",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,YES,3752
B7-050393,2017/06/12 00:00:00+00,1716,"M,S 10 to S 9",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,3753
B7-048595,2017/06/07 00:00:00+00,1230,S 58 at OLD CHENEY,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,3754
B7-051608,2017/06/16 00:00:00+00,1300,"SOUTH,S 35 to S 36",NON-INJ H&R,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,3755
B7-050394,2017/06/12 00:00:00+00,9999,"LYNN,N 23 to N 25",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3756
B7-048604,2017/06/07 00:00:00+00,1315,"PINE LAKE,S 14 to S 16",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3757
B7-051623,2017/06/16 00:00:00+00,1348,S 10 at N,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,3758
B7-050427,2017/06/12 00:00:00+00,1905,53 at O,INJURY,TURNING,1,1,NO,YES,NO,NO,NO,NO,NO,3759
B7-048609,2017/06/07 00:00:00+00,1341,"W VALE,NW 50 to W METZGER",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,3760
B7-051629,2017/06/16 00:00:00+00,1448,"N 66,MARCIA to VINE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3761
B7-049045,2017/06/08 00:00:00+00,1707,S 7 at L,INJURY,TURNING,2,1,NO,NO,NO,YES,NO,NO,NO,3762
B7-048012,2017/06/05 00:00:00+00,1650,"R,N 14 to N 16",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,3763
B7-049633,2017/06/10 00:00:00+00,1312,"S 27,LAKE to SHERIDAN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3764
B7-050447,2017/06/12 00:00:00+00,2108,S 27 at VAN DORN,INJURY,RIGHT ANGLE,3,2,NO,NO,NO,NO,NO,NO,NO,3765
B7-048638,2017/06/07 00:00:00+00,1504,"CIRCLE,SUNSET to SUNSET",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3766
B7-051630,2017/06/16 00:00:00+00,1350,"N ANTELOPE VALL,DAWES to SAUNDERS",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,3767
B7-049047,2017/06/08 00:00:00+00,1709,N 46 at R,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,3768
B7-048018,2017/06/05 00:00:00+00,1708,"VINE,N 39 to N 40",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,3769
B7-049642,2017/06/10 00:00:00+00,1415,W 48 at W O,INJURY,RIGHT ANGLE,2,1,NO,NO,YES,NO,NO,YES,NO,3770
B7-050451,2017/06/12 00:00:00+00,2146,"N 27,O to P",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3771
B7-048643,2017/06/07 00:00:00+00,1515,"S 40,PAWNEE to VAN DORN",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,3772
B7-051631,2017/06/16 00:00:00+00,1503,"GOODHUE BLVD,E to F",INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,3773
B7-049050,2017/06/08 00:00:00+00,1722,N 30 at S,NON-INJ,RIGHT ANGLE,2,0,NO,NO,YES,NO,NO,NO,NO,3774
B7-048021,2017/06/05 00:00:00+00,1719,"S 33,D to F",INJURY,OTHER,1,1,NO,NO,YES,NO,NO,NO,NO,3775
B7-048023,2017/06/05 00:00:00+00,1703,1501 N 27 at -,NON-INJ,,2,0,NO,NO,NO,NO,NO,NO,NO,3776
B7-048031,2017/06/05 00:00:00+00,1730,"P,N 8 to N 9",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,3777
B7-048032,2017/06/05 00:00:00+00,1620,"B,S 26 to S 27",INJURY,DRIVEWAY,1,1,NO,NO,NO,NO,NO,NO,NO,3778
B7-048063,2017/06/05 00:00:00+00,1910,"HOMESTEAD EXP,W VAN DORN to PIONEERS",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,YES,NO,3779
B7-048064,2017/06/05 00:00:00+00,1920,S 27 at PINE LAKE,NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,3780
B7-048079,2017/06/05 00:00:00+00,2015,"S 10,HILL ST to VAN DORN",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3781
B7-048082,2017/06/05 00:00:00+00,2015,"GOODHUE BLVD,E to F",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,3782
B7-048092,2017/06/05 00:00:00+00,9999,"S 20,HARWOOD to SOUTH",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,3783
B7-048100,2017/06/05 00:00:00+00,2135,N 27 at CORNHUSKER,INJURY,TURNING,1,1,NO,YES,NO,NO,NO,NO,NO,3784
B7-048174,2017/06/06 00:00:00+00,523,"N 51,DEAD END to Y",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3785
B7-048184,2017/06/06 00:00:00+00,640,"PIONEERS,S 9 to NEBR HWY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3786
B7-048189,2017/06/06 00:00:00+00,725,"I 180,CORNHUSKER to R",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,3787
B7-048196,2017/06/06 00:00:00+00,808,"I 80,NW 12 to HOMESTEAD EXP",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3788
B7-048198,2017/06/06 00:00:00+00,815,S 11 at M,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,3789
B7-048203,2017/06/06 00:00:00+00,9999,"S 53,J to L",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3790
B7-048204,2017/06/06 00:00:00+00,830,S 13 at N,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,3791
B7-048223,2017/06/06 00:00:00+00,943,4700 N 27 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3792
B7-048227,2017/06/06 00:00:00+00,9999,"PRAIRIE VILLAGE, to",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3793
B7-048232,2017/06/06 00:00:00+00,1027,"ERIN,N 75 to DEAD END",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,3794
B7-048261,2017/06/06 00:00:00+00,9999,"Q,N 12 to N 13",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3795
B7-048267,2017/06/06 00:00:00+00,1200,N 33 at N 33 CR,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,YES,NO,3796
B7-048283,2017/06/06 00:00:00+00,1230,"OLD CHENEY,S 25 to S 27",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,YES,3797
B7-048291,2017/06/06 00:00:00+00,1320,"N 70,EASTBOROUGH to P",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3798
B7-048303,2017/06/06 00:00:00+00,1355,"N 56,HOLDREGE to ORCHARD",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3799
B7-048310,2017/06/06 00:00:00+00,1404,N 66 at VINE,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,3800
B7-048313,2017/06/02 00:00:00+00,1400,8222 HOLDREGE at -,NON-INJ,,2,0,NO,NO,NO,NO,NO,YES,NO,3801
B7-048317,2017/06/06 00:00:00+00,9999,3500 N 27 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3802
B7-048324,2017/06/06 00:00:00+00,1505,"NW 48,I 80 to W O",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,3803
B7-048327,2017/06/06 00:00:00+00,1514,"S FOLSOM,ROSA PARKS WAY to W E",NON-INJ,UNKNOWN,2,0,NO,NO,NO,NO,NO,YES,NO,3804
B7-048329,2017/06/06 00:00:00+00,1513,"S 27,SOUTHRIDGE to PINE LAKE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3805
B7-048338,2017/06/06 00:00:00+00,1556,"S 70,A to SUMNER",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,3806
B7-048343,2017/06/06 00:00:00+00,1612,"N 27,CORNHUSKER to KNOX",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3807
B7-048350,2017/06/06 00:00:00+00,9999,5500 RED ROCK at -,NON-INJ,,1,0,NO,NO,NO,NO,NO,NO,NO,3808
B7-048356,2017/06/06 00:00:00+00,1645,"N 70,DUDLEY to STARR",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,3809
B7-048357,2017/06/06 00:00:00+00,1648,"O,18 to 19",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3810
B7-048360,2017/06/06 00:00:00+00,1658,MOOR at JAMESON NORTH,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3811
B7-048372,2017/06/06 00:00:00+00,9999,"CORNHUSKER,N 14 to YOLANDE",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,3812
B7-048398,2017/06/06 00:00:00+00,1850,N 33 at R,INJURY,RIGHT ANGLE,1,0,NO,YES,NO,NO,NO,YES,NO,3813
B7-048422,2017/06/06 00:00:00+00,1200,"SCOTT,LAKE to SMITH",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,3814
B7-048429,2017/06/06 00:00:00+00,2039,"O,38 to 40",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3815
B7-048433,2017/06/06 00:00:00+00,2045,S 84 at N HAZELWOOD,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,3816
B7-048488,2017/06/07 00:00:00+00,137,"TIPPERARY,CAMERON to DANBURY RD",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,3817
B7-048651,2017/06/07 00:00:00+00,1540,"O,56 to COTNER",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,3818
B7-050469,2017/06/12 00:00:00+00,9999,4131 PIONEER WOO at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3819
B7-049659,2017/06/10 00:00:00+00,1535,"W S,NW 13 to NW 14",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3820
B7-048652,2017/06/07 00:00:00+00,1530,"PRESCOTT,S 44 to S 46",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3821
B7-049060,2017/06/08 00:00:00+00,1740,"N 14,ADAMS to BUTLER",NON-INJ H&R,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,3822
B7-049669,2017/06/10 00:00:00+00,1618,MEADOW DALE at LANCASTER,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,NO,NO,3823
B7-048659,2017/06/07 00:00:00+00,1500,651 N 66 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3824
B7-050486,2017/06/13 00:00:00+00,55,"P,N 8 to N 9",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3825
B7-051635,2017/06/16 00:00:00+00,1443,S 84 at OLD CHENEY,NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,3826
B7-049699,2017/06/10 00:00:00+00,1744,S 84 at PINE LAKE,INJURY,TURNING,2,3,NO,NO,NO,NO,NO,NO,NO,3827
B7-051639,2017/06/16 00:00:00+00,1540,"N 70,LEIGHTON to WALKER",INJURY,,1,1,YES,NO,NO,NO,NO,YES,NO,3828
B7-049703,2017/06/10 00:00:00+00,9999,HOMESTEAD EXP at W DENTON,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,3829
B7-051647,2017/06/16 00:00:00+00,9999,"COLBY,N 61 to N 62",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,3830
B7-048665,2017/06/08 00:00:00+00,1622,"S 40,STONECLIFFE to SWEETBRIAR",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,3831
B7-049708,2017/06/10 00:00:00+00,1759,"CORNHUSKER,N 35 to N 40",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,3832
B7-051670,2017/06/16 00:00:00+00,1732,N 70 at HOLDREGE,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,3833
B7-048672,2017/06/07 00:00:00+00,1635,"PINE LAKE,S 16 to S 20",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,3834
B7-049070,2017/06/08 00:00:00+00,1810,"S 56,BANCROFT to CALVERT",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,3835
B7-049744,2017/06/10 00:00:00+00,2008,"G,S 16 to S 17",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,3836
B7-051671,2017/06/15 00:00:00+00,2200,"L,FROST DR to S 37",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,YES,3837
B7-048676,2017/06/07 00:00:00+00,1644,S 33 at A,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3838
B7-049129,2017/06/06 00:00:00+00,1700,"N 48,CORNHUSKER to PROGRESSIVE",INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,YES,NO,3839
B7-049754,2017/06/10 00:00:00+00,2043,"HOMESTEAD EXP,WARLICK to CITY LIMITS",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,3840
B7-050520,2017/06/13 00:00:00+00,706,"HOMESTEAD EXP,ROSA PARKS WAY to W O",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,3841
B7-051674,2017/06/16 00:00:00+00,1738,"OLD CHENEY,HUNTS DR to LIMESTONE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3842
B7-048679,2017/06/07 00:00:00+00,1640,N 14 at SUPERIOR,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3843
B7-049135,2017/06/08 00:00:00+00,9999,"N 7,P to Q",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3844
B7-049777,2017/06/10 00:00:00+00,2040,2000 W O at -,NON-INJ,,1,0,NO,NO,NO,NO,NO,NO,NO,3845
B7-050528,2017/06/13 00:00:00+00,800,S 13 at A,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,YES,3846
B7-051675,2017/06/16 00:00:00+00,1738,"S 13,A to B",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3847
B7-048680,2017/06/07 00:00:00+00,1650,N 92 at LEIGHTON,NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,3848
B7-049201,2017/06/09 00:00:00+00,605,"TOUZALIN,FREMONT to HARTLEY",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,3849
B7-049804,2017/06/10 00:00:00+00,2254,"S 14,CENTERPARK to SERVICE ROAD",NON-INJ,RAN OFF ROAD,2,0,NO,NO,NO,NO,NO,NO,NO,3850
B7-050541,2017/06/13 00:00:00+00,924,"S 56,PINE LAKE to RED ROCK LN",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,3851
B7-051677,2017/06/16 00:00:00+00,1743,"N 27,O to P",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3852
B7-048683,2017/06/07 00:00:00+00,1655,S 10 at K,INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,3853
B7-049205,2017/06/09 00:00:00+00,9999,"S 13,PEACH to ROSE",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3854
B7-049958,2017/06/11 00:00:00+00,1133,S 11 at G,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,3855
B7-050545,2017/06/13 00:00:00+00,9999,UNKNOWN at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3856
B7-051693,2017/06/16 00:00:00+00,1815,"VIRGINIA,N 13 to N 14",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,3857
B7-048685,2017/06/07 00:00:00+00,1653,"OLD CHENEY,VANDERVOORT DR to NEBR HWY",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,3858
B7-049230,2017/06/09 00:00:00+00,950,"N 11,O to P",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,YES,YES,3859
B7-049972,2017/06/11 00:00:00+00,9999,5600 S 56 at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3860
B7-050548,2017/06/13 00:00:00+00,9999,"MORRILL,N 60 to TOUZALIN",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,3861
B7-051711,2017/06/16 00:00:00+00,1800,8480 ANDERMATT at SAM'S CLUB,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3862
B7-048696,2017/06/07 00:00:00+00,1716,"SUPERIOR,N 40 to N 44",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3863
B7-049245,2017/06/09 00:00:00+00,1057,25 at O,INJURY,RIGHT ANGLE,3,3,NO,NO,NO,NO,NO,NO,NO,3864
B7-049251,2017/06/08 00:00:00+00,1030,"4700 N 27,PARKING LOT to WALMART",NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,3865
B7-049260,2017/06/09 00:00:00+00,1140,"HOLDREGE,CARLOS to N 76",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,3866
B7-049262,2017/06/09 00:00:00+00,1150,S 10 at D,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,NO,NO,3867
B7-049272,2017/06/09 00:00:00+00,1224,N 23 at Q,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,NO,NO,3868
B7-049278,2017/06/09 00:00:00+00,1239,"S 25,H to J",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,3869
B7-049279,2017/06/09 00:00:00+00,1245,"N 84,HOLDREGE to LEXINGTON",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,3870
B7-049291,2017/06/09 00:00:00+00,1342,N 70 at P,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,3871
B7-049296,2017/06/09 00:00:00+00,1423,S 16 at OLD CHENEY,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,3872
B7-049315,2017/06/09 00:00:00+00,1515,"S 91,YANKEE HILL to NEBR HWY",FATAL,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3873
B7-049332,2017/06/09 00:00:00+00,1555,"NEBR HWY,OLD CHENEY to S 56",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,3874
B7-049333,2017/06/09 00:00:00+00,1545,1535 N 27 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3875
B7-049352,2017/06/09 00:00:00+00,9999,2845 S 70 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3876
B7-049355,2017/06/09 00:00:00+00,1650,S 17 at J,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,3877
B7-049370,2017/06/09 00:00:00+00,1725,S 27 at TIERRA,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,3878
B7-049375,2017/06/09 00:00:00+00,1740,"SUPERIOR,N 33 to N 40",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,3879
B7-049377,2017/06/10 00:00:00+00,1745,HOMESTEAD at ROSA PARKS WAY,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3880
B7-049379,2017/06/09 00:00:00+00,1712,"S 70,A to TETON",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3881
B7-049380,2017/06/09 00:00:00+00,9999,"N,S 10 to S 11",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3882
B7-049382,2017/06/09 00:00:00+00,1752,"S 27,JAMESON NORTH to TIERRA",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3883
B7-049390,2017/06/09 00:00:00+00,1823,S 14 at K,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,3884
B7-049391,2017/06/09 00:00:00+00,9999,S 13 at F,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,3885
B7-049392,2017/06/09 00:00:00+00,9999,"FOSSIL CREEK,S 42 to W DEAD END",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3886
B7-049426,2017/06/09 00:00:00+00,2028,S 70 at VAN DORN,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3887
B7-049428,2017/06/09 00:00:00+00,2035,N 31 at CORNHUSKER,INJURY,RIGHT ANGLE,3,4,NO,NO,NO,NO,NO,YES,NO,3888
B7-049445,2017/06/09 00:00:00+00,2154,"O,33 to 34",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3889
B7-049456,2017/06/09 00:00:00+00,2227,"S 21,B to C",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,3890
B7-049475,2017/06/09 00:00:00+00,2326,"M,S 10 to S 9",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3891
B7-049482,2017/06/09 00:00:00+00,2355,N 70 at SEWARD,INJURY,RIGHT ANGLE,2,1,NO,NO,YES,NO,NO,NO,NO,3892
B7-049537,2017/06/10 00:00:00+00,225,N 84 at HOLDREGE,NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,3893
B7-048703,2017/06/07 00:00:00+00,1751,"DEVONSHIRE,SOUTH to TRENDWOOD",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3894
B7-048736,2017/06/07 00:00:00+00,1900,VAN DORN at PARK BLVD,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3895
B7-048744,2017/06/07 00:00:00+00,1930,WEDGEWOOD at O,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,3896
B7-048747,2017/06/07 00:00:00+00,1935,N 42 at VINE,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,3897
B7-048748,2017/06/07 00:00:00+00,1910,"S 9,HIGH to VAN DORN",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,3898
B7-048749,2017/06/07 00:00:00+00,9999,"PINE LAKE,RIDGE RD to S 27",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3899
B7-048759,2017/06/07 00:00:00+00,9999,"W,N 14 to N 16",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3900
B7-048760,2017/06/07 00:00:00+00,2008,S 16 at L,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,3901
B7-048772,2017/06/07 00:00:00+00,1330,"CORNHUSKER,N 27 to STATE FAIR PARK",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,NO,NO,3902
B7-048800,2017/06/07 00:00:00+00,9999,"S FOLSOM,ROSA PARKS WAY to W E",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3903
B7-048801,2017/06/07 00:00:00+00,2220,SUN VALLEY at W O,INJURY,TURNING,2,2,NO,NO,NO,NO,NO,NO,NO,3904
B7-048806,2017/06/07 00:00:00+00,2246,RANDOLPH at S COTNER,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,3905
B7-048815,2017/06/07 00:00:00+00,2319,"I 80,I 180 to NW 12",INJURY,RIGHT ANGLE,0,1,NO,NO,NO,NO,NO,NO,NO,3906
B7-048865,2017/06/08 00:00:00+00,650,N 9 at P,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,3907
B7-048872,2017/06/08 00:00:00+00,730,"N 64,COLBY to GARLAND",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,YES,NO,3908
B7-048888,2017/06/08 00:00:00+00,900,"N 14,BUTLER to FURNAS",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,3909
B7-048896,2017/06/08 00:00:00+00,936,"W A,SW 10 to SW 9",NON-INJ,HEAD ON,2,0,NO,NO,NO,NO,NO,NO,NO,3910
B7-048900,2017/06/08 00:00:00+00,948,NORMAL at SOUTH,INJURY,TURNING,2,1,NO,YES,NO,NO,NO,NO,NO,3911
B7-048904,2017/06/08 00:00:00+00,953,"S 11,HILL ST to VAN DORN",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3912
B7-048906,2017/06/08 00:00:00+00,1006,8300 NORTHWOOD at WATERING HOLE,INJURY H&R,,1,1,NO,NO,NO,NO,NO,NO,NO,3913
B7-048908,2017/06/08 00:00:00+00,1010,"N 56,R to S",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,3914
B7-048941,2017/06/08 00:00:00+00,1220,P at N COTNER,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,3915
B7-048947,2017/06/08 00:00:00+00,1230,"N 27,FAIRFIELD to KNOX",INJURY H&R,REAR END,3,1,NO,NO,NO,NO,NO,NO,NO,3916
B7-048961,2017/06/08 00:00:00+00,1315,"VINE,N 60 to N COTNER",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,3917
B7-050560,2017/06/13 00:00:00+00,1030,"SUPERIOR,INDUSTRIAL to BAIR",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,3918
B7-051716,2017/06/16 00:00:00+00,1715,4700 N 27 at WALMART,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,3919
B7-049982,2017/06/10 00:00:00+00,1945,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,3920
