RKY,DOA,TOA,LOCAT,TYPE,ACTION,NUV,NOI,PED,BIKE,MC,MOPED,TRAIN,TRUCK,BUS,FID
B6-054034,2016/06/18 00:00:00+00,242,S 44 at LOWELL,INJURY,PARKED,2,1,NO,NO,NO,NO,NO,NO,NO,4396
B6-054047,2016/06/18 00:00:00+00,345,"D,S 11 to S 12",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,4397
B6-052700,2016/06/14 00:00:00+00,1010,"W SOUTH,SW 5 to SW 6",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4398
B6-052710,2016/06/14 00:00:00+00,1044,"N COTNER,GARLAND to LEIGHTON",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,4399
B6-054048,2016/06/18 00:00:00+00,325,3624 HUNTINGTON at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,4400
B6-059637,2016/07/03 00:00:00+00,1728,"CORNHUSKER,N 14 to YOLANDE",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,4401
B6-059717,2016/07/03 00:00:00+00,2136,"A,CAPITOL PKWY to MEMORIAL",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4402
B6-058022,2016/06/29 00:00:00+00,9999,"STOCKWELL,S 46 to S 47",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4403
B6-059892,2016/07/04 00:00:00+00,9999,"JACKSON,S 29 to SUMMIT",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,4404
B6-063145,2016/07/13 00:00:00+00,1230,"N GRAND LAKE DR,N 16 to FRISCO DR",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,4405
B6-058731,2016/07/01 00:00:00+00,1018,"NORMAL,FRANKLIN to SOUTH",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,YES,NO,4406
B6-058025,2016/06/29 00:00:00+00,1450,"N 48,O to R",NON-INJ H&R,RIGHT ANGLE,1,0,NO,YES,NO,NO,NO,NO,NO,4407
B6-059899,2016/07/04 00:00:00+00,9999,"CITY VIEW CT,N 25 to DEAD END",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,4408
B6-058026,2016/06/29 00:00:00+00,1505,S 27 at A,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,4409
B6-063146,2016/07/13 00:00:00+00,1206,"S 48,S COTNER to SUMNER",NON-INJ H&R,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,4410
B6-058736,2016/07/01 00:00:00+00,1035,"NEBR HWY,S 87 to S 91",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,NO,NO,4411
B6-062321,2016/07/10 00:00:00+00,9999,"S 18,H to J",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4412
B6-058035,2016/06/29 00:00:00+00,1527,OLD CHENEY at NEBR HWY,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,4413
B6-059980,2016/07/04 00:00:00+00,1346,"W IRVING,MORGAN to W IRVING CR",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4414
B6-058738,2016/07/01 00:00:00+00,1039,"NEBR HWY,S 33 to S 40",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4415
B6-062349,2016/07/11 00:00:00+00,203,"R,ORCUTT E to ORCUTT W",INJURY,PARKED,2,1,NO,NO,NO,NO,NO,NO,NO,4416
B6-058039,2016/06/29 00:00:00+00,1541,"VINE,N 25 to N 26",INJURY,RIGHT ANGLE,2,1,NO,YES,NO,NO,NO,NO,NO,4417
B6-060012,2016/07/04 00:00:00+00,1530,N 33 at MERRILL,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4418
B6-058746,2016/07/01 00:00:00+00,1108,"HICKORY CREST,OLD CHENEY to TALLOWWOOD",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,4419
B6-062355,2016/07/11 00:00:00+00,48,"1225 P ST,PARKING GARAGE to RAMP",NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,NO,NO,4420
B6-058042,2016/06/29 00:00:00+00,1537,S 9 at N,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,4421
B6-063150,2016/07/13 00:00:00+00,1210,"ADAMS,N 70 to SHIRLEY",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,4422
B6-058769,2016/06/30 00:00:00+00,9999,555 R at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4423
B6-062379,2016/07/11 00:00:00+00,630,"K,S 10 to S 9",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4424
B6-058054,2016/06/29 00:00:00+00,1549,"S 70,SHAMROCK to VAN DORN",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,4425
B6-060025,2016/07/04 00:00:00+00,9999,"GARLAND,N 49 to N 50",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4426
B6-063159,2016/07/13 00:00:00+00,1243,"N 29,DUDLEY to STARR",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4427
B6-058784,2016/07/01 00:00:00+00,1331,N 31 at CORNHUSKER,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,4428
B6-062405,2016/07/11 00:00:00+00,847,"A,REGENCY to S 70",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4429
B6-058057,2016/06/29 00:00:00+00,1616,"SOUTH,S 33 to S 34",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4430
B6-060034,2016/07/04 00:00:00+00,1130,1241 N 48 at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,4431
B6-058789,2016/07/01 00:00:00+00,1310,"NW 1,BARONS RD to W HIGHLAND",INJURY,OTHER,1,1,NO,NO,YES,NO,NO,NO,NO,4432
B6-062447,2016/07/11 00:00:00+00,1056,"N 28,S to T",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,4433
B6-058061,2016/06/29 00:00:00+00,1628,"N 70,LYNN to W",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4434
B6-063173,2016/07/13 00:00:00+00,1338,"S 70,L to S WEDGEWOOD",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,4435
B6-058855,2016/07/01 00:00:00+00,1642,"N 28,T to U",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,4436
B6-062456,2016/07/11 00:00:00+00,1115,"RANDOLPH,S 26 to S 27",INJURY,RIGHT ANGLE,2,1,NO,YES,NO,NO,NO,NO,NO,4437
B6-058065,2016/06/29 00:00:00+00,1632,"OLD CHENEY,CROSS CREEK to S 77",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4438
B6-060048,2016/07/04 00:00:00+00,1707,"S 21,E to F",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,4439
B6-058867,2016/07/01 00:00:00+00,1702,"N 40,COLFAX to FREMONT",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,4440
B6-063181,2016/07/13 00:00:00+00,1406,"S 70,SOUTHFORK to NEBR HWY",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,4441
B6-062473,2016/07/04 00:00:00+00,1209,"S 48,GLADE to NEWTON",INJURY,REAR END,3,2,NO,NO,NO,NO,NO,YES,NO,4442
B6-058076,2016/06/29 00:00:00+00,1650,24 at O,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4443
B6-058877,2016/07/01 00:00:00+00,1740,"OLD CHENEY,S 52 to S 56",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4444
B6-062487,2016/07/11 00:00:00+00,1243,S 27 at SOUTH,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,YES,NO,4445
B6-058088,2016/06/28 00:00:00+00,9999,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4446
B6-063193,2016/07/13 00:00:00+00,1441,"S 84,PIONEERS to PRESCOTT",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,4447
B6-058890,2016/07/01 00:00:00+00,1825,N 56 at ADAMS,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4448
B6-062494,2016/07/11 00:00:00+00,1310,"S 70,MONTEREY to SOUTH",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,NO,NO,4449
B6-058096,2016/06/29 00:00:00+00,9999,200 S 2 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4450
B6-058098,2016/06/29 00:00:00+00,1735,"NEBR HWY,S 33 to S 40",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4451
B6-058907,2016/07/01 00:00:00+00,1700,"4327 N 64,PARKING to LOT",NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,4452
B6-062499,2016/06/10 00:00:00+00,2209,"SUN VALLEY,VICTORY LN to W P",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4453
B6-063198,2016/07/13 00:00:00+00,1459,"O,10 to 9",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,4454
B6-060102,2016/07/04 00:00:00+00,2025,"S 16,A to B",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,4455
B6-060746,2016/07/05 00:00:00+00,9999,"N 21,P to Q",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,4456
B6-058127,2016/06/29 00:00:00+00,1825,"N 14,TURTLE CREEK RD to FLETCHER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4457
B6-058951,2016/07/01 00:00:00+00,2050,W VAN DORN at FOLSOM CONNECTOR,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,4458
B6-062549,2016/07/11 00:00:00+00,1542,"N 84,HOLDREGE to LEXINGTON",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4459
B6-063212,2016/07/13 00:00:00+00,1530,"NORMAL,S 56 to S 58",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4460
B6-058136,2016/06/29 00:00:00+00,1700,"S 70,PIONEERS to STACY",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,4461
B6-060751,2016/07/06 00:00:00+00,9999,"S,N 28 to N 30",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,4462
B6-062559,2016/07/11 00:00:00+00,1600,"O,66 to 68",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4463
B6-060120,2016/07/04 00:00:00+00,1900,"N 27,T to VINE",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,4464
B6-058969,2016/07/01 00:00:00+00,2135,"NEBR HWY,S 66 to S 70",INJURY,OTHER,1,2,NO,NO,YES,NO,NO,NO,NO,4465
B6-058139,2016/06/29 00:00:00+00,1907,9 at O,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,4466
B6-062569,2016/07/11 00:00:00+00,1550,"SUPERIOR,INDUSTRIAL to BAIR",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,4467
B6-060764,2016/07/06 00:00:00+00,1215,"N 27,ENTERPRISE to FOLKWAYS",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4468
B6-058971,2016/07/01 00:00:00+00,9999,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4469
B6-060135,2016/07/04 00:00:00+00,2201,"OVERLAND TR,N 33 to N 30",INJURY,,1,2,YES,NO,NO,NO,NO,NO,NO,4470
B6-063213,2016/07/13 00:00:00+00,1530,S 70 at L,INJURY,RIGHT ANGLE,3,2,NO,NO,NO,NO,NO,NO,NO,4471
B6-058141,2016/06/29 00:00:00+00,1915,"S 56,LILLIBRIDGE to ROOSE",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,4472
B6-060800,2016/07/06 00:00:00+00,1425,S 14 at OLD CHENEY,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4473
B6-062583,2016/07/11 00:00:00+00,9999,7441 O at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4474
B6-060193,2016/07/05 00:00:00+00,4,"CORNHUSKER,N 31 to STATE FAIR PARK",NON-INJ H&R,RAN OFF ROAD,6,0,NO,NO,NO,NO,NO,NO,NO,4475
B6-058983,2016/07/01 00:00:00+00,2200,N 9 at P,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,4476
B6-058155,2016/06/29 00:00:00+00,1945,"NORMAL,PARK CREST to S 62",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4477
B6-063221,2016/07/13 00:00:00+00,1544,"S 84,FIRETHORN LN to PRESCOTT",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4478
B6-060803,2016/07/06 00:00:00+00,1413,"NEBR HWY,S 84 to S 87",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,4479
B6-062586,2016/07/11 00:00:00+00,1700,"W VAN DORN,PARK BLVD to HOMESTEAD EXP",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,4480
B6-060214,2016/07/05 00:00:00+00,9999,5640 S 16 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4481
B6-058991,2016/07/01 00:00:00+00,2220,S 56 at OLD CHENEY,INJURY,TURNING,2,2,NO,NO,NO,NO,NO,NO,NO,4482
B6-058193,2016/06/29 00:00:00+00,2137,S FOLSOM at W A,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4483
B6-060821,2016/07/06 00:00:00+00,1543,"SOUTH,S 17 to S 18",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4484
B6-062601,2016/07/11 00:00:00+00,9999,"W ST PAUL,NW 53 to NW 55",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4485
B6-060306,2016/07/05 00:00:00+00,540,"RATHBONE,PLYMOUTH to PURITAN",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4486
B6-059000,2016/07/01 00:00:00+00,2235,"N 70,FREMONT to N COTNER",INJURY H&R,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,4487
B6-058194,2016/06/30 00:00:00+00,2139,"N 66,JUDSON to KNOX",INJURY,DRIVEWAY,2,1,NO,NO,NO,NO,NO,NO,NO,4488
B6-063227,2016/07/13 00:00:00+00,1620,N 10 at Q,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,4489
B6-060880,2016/07/06 00:00:00+00,1730,4700 N 27 at WALMART,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4490
B6-062604,2016/07/11 00:00:00+00,1758,52 at O,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,4491
B6-059011,2016/07/01 00:00:00+00,2256,"S 14,M to N",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,4492
B6-060309,2016/07/05 00:00:00+00,9999,"O,26 to 27",INJURY H&R,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,4493
B6-058211,2016/06/29 00:00:00+00,2232,W VAN DORN at HOMESTEAD EXP,INJURY,TURNING,2,3,NO,NO,NO,NO,NO,NO,NO,4494
B6-062607,2016/07/11 00:00:00+00,1808,"S 27,ARLINGTON to SUMNER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4495
B6-060881,2016/07/06 00:00:00+00,1700,"SUPERIOR,N 19 to N 20",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4496
B6-059108,2016/07/02 00:00:00+00,420,"HUNTINGTON,N 43 to N 44",INJURY,RAN OFF ROAD,2,3,NO,NO,NO,NO,NO,NO,NO,4497
B6-060317,2016/07/05 00:00:00+00,630,"NW 8,WESTWARD to GLACIER",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4498
B6-058301,2016/06/30 00:00:00+00,732,"N 48,PIERCE to SUPERIOR",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,4499
B6-063230,2016/07/13 00:00:00+00,1625,"S 40,A to B",NON-INJ,TURNING,4,0,NO,NO,NO,NO,NO,YES,NO,4500
B6-062614,2016/07/11 00:00:00+00,1820,S 27 at PINE LAKE,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,4501
B6-058303,2016/06/30 00:00:00+00,747,"NORMAL,S 39 to S 40",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4502
B6-060322,2016/07/05 00:00:00+00,744,"S 84,CHESTNUT to O",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4503
B6-060903,2016/07/06 00:00:00+00,1910,S 40 at GARFIELD,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,4504
B6-059125,2016/07/02 00:00:00+00,714,"OLD CHENEY,S 45 to S 48",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,4505
B6-058308,2016/06/30 00:00:00+00,807,"NEBR HWY,S 87 to S 91",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4506
B6-062625,2016/07/11 00:00:00+00,1828,"NORMAL,PARK CREST to S 62",NON-INJ,REAR END,4,0,NO,NO,NO,NO,NO,YES,NO,4507
B6-060333,2016/07/05 00:00:00+00,838,S 56 at CALVERT,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,YES,NO,4508
B6-059133,2016/07/02 00:00:00+00,805,N 27 at WILDCAT DR,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,4509
B6-060904,2016/07/06 00:00:00+00,1925,"N 70,CUSTER to N COTNER",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,YES,NO,4510
B6-058344,2016/06/30 00:00:00+00,1040,"S COTNER,M to N",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,4511
B6-062631,2016/07/11 00:00:00+00,1850,20 at O,NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,4512
B6-060905,2016/07/06 00:00:00+00,1930,N 10 at Q,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4513
B6-060338,2016/07/05 00:00:00+00,855,"SALT CREEK RDWY,N ANTELOPE VALL to N 27 ACCESS",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,4514
B6-059136,2016/07/02 00:00:00+00,817,N 48 at SUPERIOR,INJURY,RIGHT ANGLE,3,1,NO,NO,NO,NO,NO,YES,NO,4515
B6-058357,2016/06/30 00:00:00+00,1112,"S 21,K to L",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,YES,NO,4516
B6-062641,2016/07/11 00:00:00+00,9999,14 at O,INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,4517
B6-059148,2016/07/02 00:00:00+00,9999,4401 S 27 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4518
B6-060917,2016/07/06 00:00:00+00,2020,S 84 at NEBR HWY,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,4519
B6-060354,2016/07/05 00:00:00+00,1012,"S 27,N to O",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,4520
B6-058359,2016/06/30 00:00:00+00,1112,"S 9,M to N",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,4521
B6-062683,2016/07/11 00:00:00+00,2218,4715 W ADAMS at -,NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,NO,NO,4522
B6-063246,2016/07/13 00:00:00+00,1710,"L,S 13 to S 14",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,4523
B6-063805,2016/07/15 00:00:00+00,1055,"N 45,R to VINE",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,4524
B6-059168,2016/07/02 00:00:00+00,1056,"N 27,O to P",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4525
B6-060920,2016/07/01 00:00:00+00,9999,5010 O at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,4526
B6-060361,2016/07/05 00:00:00+00,1023,TOUZALIN at KEARNEY,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,4527
B6-058362,2016/06/30 00:00:00+00,1126,"W CORNHUSKER,NW 4 to NW 6",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4528
B6-062747,2016/07/12 00:00:00+00,720,"O,26 to 27",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,4529
B6-063820,2016/07/15 00:00:00+00,1140,O at CENTENNIAL MALL,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4530
B6-063258,2016/07/13 00:00:00+00,1730,"S 84,A to JANSSEN",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,4531
B6-059171,2016/07/02 00:00:00+00,1100,TOUZALIN at KEARNEY,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4532
B6-060922,2016/07/06 00:00:00+00,2050,"S 56,SAYLOR to SOUTH",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4533
B6-060379,2016/07/05 00:00:00+00,1111,"P,N 11 to N 12",NON-INJ H&R,BACKING,2,0,NO,NO,NO,NO,NO,YES,NO,4534
B6-062761,2016/07/12 00:00:00+00,9999,"ARCTIC DR,ARCTIC CR to PHILADELPHIA",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4535
B6-063822,2016/07/15 00:00:00+00,1145,S 27 at YANKEE HILL,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,4536
B6-059188,2016/07/02 00:00:00+00,9999,S 1 at A,NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,4537
B6-063287,2016/07/13 00:00:00+00,1915,N 26 at P,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,4538
B6-058369,2016/06/30 00:00:00+00,1159,O at COTNER,INJURY,RIGHT ANGLE,2,3,NO,NO,NO,NO,NO,YES,NO,4539
B6-060926,2016/07/06 00:00:00+00,2100,"ADAMS,N 1 to N 3",INJURY,DRIVEWAY,2,1,NO,NO,NO,NO,NO,YES,NO,4540
B6-060410,2016/07/05 00:00:00+00,1321,"S 56,J to S COTNER",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,4541
B6-062767,2016/07/12 00:00:00+00,900,"VAVRINA LN,S 19 to NOLAN RD",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,4542
B6-063825,2016/07/15 00:00:00+00,1150,"N ANTELOPE VALL,VINE to N 17",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,4543
B6-059189,2016/07/02 00:00:00+00,1222,"S 27,E to F",INJURY,DRIVEWAY,2,2,NO,NO,NO,NO,NO,NO,NO,4544
B6-063369,2016/07/14 00:00:00+00,15,1125 CHARLESTON at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,4545
B6-060969,2016/07/06 00:00:00+00,2325,"PAWNEE,S 16 to S 17",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4546
B6-060439,2016/07/05 00:00:00+00,1506,N 22 at Y,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,4547
B6-058377,2016/06/30 00:00:00+00,1210,UNKNOWN at -,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4548
B6-063827,2016/07/15 00:00:00+00,1207,O at COTNER,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,4549
B6-062792,2016/07/12 00:00:00+00,1050,"HOLDREGE,N 33 to N 34",INJURY,DRIVEWAY,2,2,NO,NO,NO,NO,NO,YES,NO,4550
B6-059200,2016/07/02 00:00:00+00,1317,"S 27,TAMARIN RIDGE RD to GRAINGER PKWY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4551
B6-063469,2016/07/14 00:00:00+00,1215,S 10 at K,INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,4552
B6-061001,2016/07/07 00:00:00+00,151,"N COTNER,ORCHARD to Y",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,4553
B6-060446,2016/07/05 00:00:00+00,1520,VINE at N COTNER,NON-INJ,RIGHT ANGLE,1,0,NO,YES,NO,NO,NO,NO,NO,4554
B6-058395,2016/06/30 00:00:00+00,1312,"CAPITOL PKWY,J to S 21",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4555
B6-063830,2016/07/15 00:00:00+00,1210,WINTHROP at SOUTH,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4556
B6-062809,2016/07/12 00:00:00+00,1153,N 33 at CORNHUSKER,INJURY,TURNING,2,2,NO,NO,NO,NO,NO,NO,NO,4557
B6-059201,2016/07/02 00:00:00+00,1310,"S 14,PINE LAKE to GARRET LN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,4558
B6-063470,2016/07/14 00:00:00+00,9999,"P,CENTENNIAL MALL to N 14",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,4559
B6-060449,2016/07/05 00:00:00+00,1525,"STEPHANOS,JASPER to S 30",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,4560
B6-058414,2016/06/30 00:00:00+00,1407,"PORTIA,HARTLEY to KNOX",INJURY,PARKED,2,1,NO,NO,NO,NO,NO,YES,NO,4561
B6-061006,2016/07/07 00:00:00+00,250,"HOMESTEAD EXP,ROSA PARKS WAY to W VAN DORN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,4562
B6-062836,2016/07/12 00:00:00+00,9999,"W VALE,NW 50 to W METZGER",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,4563
B6-063833,2016/07/15 00:00:00+00,9999,6501 N 28 at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,4564
B6-063474,2016/07/14 00:00:00+00,1250,"S 40,STONECLIFFE to SWEETBRIAR",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,YES,NO,4565
B6-059205,2016/07/02 00:00:00+00,1333,"S 40,F to G",INJURY,REAR END,4,3,NO,NO,NO,NO,NO,NO,NO,4566
